Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
http://192.168.2.5/ACCSSPLDRYRUN/Home/GetQuickMenu,3000,539,2,329536,6034.58,0.033%,5.66594,1.49,2.20,268.8
http://192.168.2.5/ACCSSPLDRYRUN/Sales/VendorLockingReason,1000,14058,195,359438,24901.83,100.000%,1.89771,3864.94,52.44,2085519.7
http://192.168.2.5/ACCSSPLDRYRUN/Home/GetPlant,1000,338,1,9178,603.63,0.000%,1.91645,0.47,0.85,253.0
http://192.168.2.5/ACCSSPLDRYRUN/Master/GetPageAccessDetails,1000,252,1,15868,622.03,0.000%,1.91992,0.50,0.79,265.0
http://192.168.2.5/ACCSSPLDRYRUN/Sales/GetPlant,1000,247,1,4924,373.32,0.000%,1.92031,0.47,0.85,253.0
http://192.168.2.5/ACCSSPLDRYRUN/Store/GetVendorCustomerDropDownsForDeliveryChallan?CustVendorType=V,1000,228,1,4545,309.72,0.000%,1.92089,0.47,0.77,253.0
http://192.168.2.5/ACCSSPLDRYRUN/Store/GetVendorCustomerDropDownsForDeliveryChallan?CustVendorType=C,1000,236,1,2446,296.92,0.000%,1.92095,0.47,0.77,253.0
http://192.168.2.5/ACCSSPLDRYRUN/Notification/Getnotitfication,1000,237,1,5634,322.09,0.000%,1.92151,0.47,0.85,253.0
http://192.168.2.5/ACCSSPLDRYRUN/Sales/GetReportVendorLockingByVendorId,3000,675,14,4075,513.94,0.000%,5.76349,5.13,2.67,911.7
http://192.168.2.5/ACCSSPLDRYRUN/Sales/Get90DaysOverLockedVendors,4000,1134,25,97696,2534.96,100.000%,7.68926,353.53,3.44,47080.0
Test,1000,23781,702,361460,27246.47,100.000%,1.88518,4195.48,65.07,2278911.1
TOTAL,18000,2642,1,361460,10915.53,33.339%,33.93332,8390.95,130.14,253212.3
