Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
http://192.168.2.5/ACCSSPLDRYRUN/Home/GetQuickMenu,50,462,15,3938,743.62,0.000%,9.21319,2.41,3.72,268.0
http://192.168.2.5/ACCSSPLDRYRUN/Production/PrintAllProcessFlowReport,50,8746,2975,12865,2134.17,100.000%,3.15816,6221.20,83.20,2017158.3
http://192.168.2.5/ACCSSPLDRYRUN/Notification/Getnotitfication,50,396,3,2940,738.92,0.000%,4.00449,0.99,1.78,253.0
Test,50,9605,4131,13221,1720.88,100.000%,3.14881,6204.39,85.62,2017679.3
TOTAL,200,4802,3,13221,4622.76,50.000%,12.59525,12408.78,171.24,1008839.6
